Date,Time,Type,Name,Category,Amount,,Currency,Local amount,Local currency,Notes and #tags,Description,Money Out,Money In
24-05-2023,02:15:19,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
24-05-2023,12:58:28,Card payment,The Mosque Kitchen,Eating out,-1,,GBP,-1,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-1,
24-05-2023,17:11:58,Card payment,Primark,Shopping,-20,,GBP,-20,GBP,,PRIMARK 650            ED'BURGH EH2  GBR,-20,
24-05-2023,17:31:31,Card payment,The Mosque Kitchen,Eating out,-10.5,,GBP,-10.5,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-10.5,
24-05-2023,17:49:15,Card payment,Lidl,Groceries,-14.35,,GBP,-14.35,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-14.35,
24-05-2023,18:10:28,Card payment,Chicken Club,Eating out,-6.49,,GBP,-6.49,GBP,,CHICKEN CLUB           EDINBURGH     GBR,-6.49,
25-05-2023,02:20:26,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
26-05-2023,02:14:05,Faster payment,F Qazi,Transfers,170,,GBP,170,GBP,SAVINGS,SAVINGS,,170
26-05-2023,02:31:13,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
26-05-2023,14:17:42,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
26-05-2023,21:38:43,Card payment,Deliveroo,Eating out,-19.08,,GBP,-19.08,GBP,,DELIVEROO              +442036999977 GBR,-19.08,
27-05-2023,02:15:55,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
28-05-2023,02:23:33,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
29-05-2023,02:15:11,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
29-05-2023,10:03:40,Faster payment,Farhaan Qazi,General,-400,,GBP,-400,GBP,Farhaan Qazi,Farhaan Qazi,-400,
29-05-2023,18:52:09,Card payment,Aldi,Groceries,-9.38,,GBP,-9.38,GBP,,ALDI STORES LIMITED    EDINBURGH     GBR,-9.38,
29-05-2023,18:59:17,Card payment,McDonald’s,Eating out,-6.07,,GBP,-6.07,GBP,,MCDONALDS              EDINBURGH     GBR,-6.07,
30-05-2023,02:19:47,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
31-05-2023,02:20:08,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
02-06-2023,09:00:32,Faster payment,F Qazi,Transfers,230,,GBP,230,GBP,SAVINGS,SAVINGS,,230
02-06-2023,11:50:22,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
03-06-2023,02:13:36,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
04-06-2023,02:10:28,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
04-06-2023,12:31:13,Card payment,Deliveroo,Eating out,0,,GBP,0,GBP,Active card check,DELIVEROO              +442036999977 GBR,0,
04-06-2023,12:31:49,Card payment,Deliveroo,Eating out,-26.75,,GBP,-26.75,GBP,,DELIVEROO              +442036999977 GBR,-26.75,
04-06-2023,20:22:55,Card payment,Asda,Groceries,-22.09,,GBP,-22.09,GBP,,ASDA SUPERSTORE        EDINBURGH     GBR,-22.09,
05-06-2023,02:18:29,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
06-06-2023,02:12:05,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
06-06-2023,16:31:38,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
06-06-2023,20:23:50,Card payment,Co-op,Groceries,-5.05,,GBP,-5.05,GBP,,CO-OP GROUP FOOD       EDINBURGH     GBR,-5.05,
07-06-2023,02:11:42,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
08-06-2023,02:12:38,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
09-06-2023,01:31:57,Faster payment,F Qazi,Transfers,320,,GBP,320,GBP,SAVINGS,SAVINGS,,320
09-06-2023,02:24:40,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
09-06-2023,11:36:20,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
09-06-2023,13:44:58,Card payment,The Aroma Cafe,Eating out,-6.5,,GBP,-6.5,GBP,,The Aroma Cafe         Edinburgh     GBR,-6.5,
10-06-2023,02:13:42,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
11-06-2023,02:10:55,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
11-06-2023,18:34:11,Card payment,Deliveroo,Eating out,-18.84,,GBP,-18.84,GBP,,DELIVEROO              +442036999977 GBR,-18.84,
12-06-2023,02:14:56,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
12-06-2023,18:48:50,Card payment,Aldi,Groceries,-11.42,,GBP,-11.42,GBP,,ALDI STORES LIMITED    EDINBURGH     GBR,-11.42,
12-06-2023,18:55:57,Card payment,McDonald’s,Eating out,-6.07,,GBP,-6.07,GBP,,MCDONALDS              EDINBURGH     GBR,-6.07,
13-06-2023,02:12:06,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
14-06-2023,02:12:52,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
15-06-2023,02:19:00,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
15-06-2023,12:51:29,Card payment,Lothian Buses,General,-5,,GBP,-5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-5,
15-06-2023,16:53:22,Card payment,Day Today,Groceries,-3.29,,GBP,-3.29,GBP,,DAY TODAY              Musselburgh   GBR,-3.29,
15-06-2023,19:37:29,Card payment,Aldi,Groceries,-8.38,,GBP,-8.38,GBP,,ALDI STORES LIMITED    EDINBURGH     GBR,-8.38,
15-06-2023,19:44:21,Card payment,McDonald’s,Eating out,-4.08,,GBP,-4.08,GBP,,MCDONALDS              EDINBURGH     GBR,-4.08,
16-06-2023,02:26:37,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
16-06-2023,10:45:34,Faster payment,F Qazi,Transfers,425,,GBP,425,GBP,SAVINGS,SAVINGS,,425
16-06-2023,11:18:35,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
16-06-2023,14:21:39,Card payment,Al Medina Halal Meats,Groceries,-12.6,,GBP,-12.6,GBP,,AL MEDINA HALAL MEATS  EDINBURGH     GBR,-12.6,
16-06-2023,14:27:14,Card payment,Lidl,Groceries,-4.29,,GBP,-4.29,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-4.29,
16-06-2023,16:32:47,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
17-06-2023,02:12:07,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
18-06-2023,01:36:33,Card payment,City Clubs  Ed,Eating out,-4,,GBP,-4,GBP,,Zettle_*CITY CLUBS  ED Edinburgh     GBR,-4,
18-06-2023,02:10:28,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
18-06-2023,02:24:57,Card payment,Lothian Buses,General,-3,,GBP,-3,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-3,
19-06-2023,02:14:13,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
19-06-2023,11:27:52,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
19-06-2023,15:30:23,Card payment,Lidl,Groceries,-13.51,,GBP,-13.51,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-13.51,
19-06-2023,15:45:15,Card payment,Marmaris Kebab,Eating out,-10,,GBP,-10,GBP,,Marmaris Kebab         Edinburgh     GBR,-10,
20-06-2023,02:26:57,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
20-06-2023,10:55:21,Card payment,Barbour Dental Practic,General,-5.28,,GBP,-5.28,GBP,,BARBOUR DENTAL PRACTIC  GREAT BRITAI GBR,-5.28,
21-06-2023,02:18:15,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
22-06-2023,02:13:06,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
23-06-2023,02:26:12,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
23-06-2023,03:26:31,Faster payment,F Qazi,Transfers,320,,GBP,320,GBP,SAVINGS,SAVINGS,,320
23-06-2023,11:10:10,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
23-06-2023,17:41:02,Card payment,Lidl,Groceries,-2.5,,GBP,-2.5,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-2.5,
24-06-2023,02:13:15,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
25-06-2023,02:17:09,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
26-06-2023,02:22:47,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
26-06-2023,12:25:32,Card payment,Deliveroo,Eating out,-15.48,,GBP,-15.48,GBP,,DELIVEROO              +442036999977 GBR,-15.48,
27-06-2023,02:18:52,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
28-06-2023,02:30:29,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
28-06-2023,15:06:47,Card payment,The Aroma Cafe,Eating out,-5.5,,GBP,-5.5,GBP,,The Aroma Cafe         Edinburgh     GBR,-5.5,
28-06-2023,15:12:52,Card payment,Lidl,Groceries,-2.49,,GBP,-2.49,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-2.49,
28-06-2023,15:24:31,Card payment,Maqbools Superma,Groceries,-8.38,,GBP,-8.38,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-8.38,
28-06-2023,15:28:57,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
29-06-2023,02:14:47,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
29-06-2023,22:45:37,Card payment,Deliveroo,Eating out,-19.48,,GBP,-19.48,GBP,,DELIVEROO              +442036999977 GBR,-19.48,
30-06-2023,02:50:45,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
30-06-2023,14:00:15,Card payment,Lidl,Groceries,-8.22,,GBP,-8.22,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-8.22,
30-06-2023,14:11:41,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
01-07-2023,03:48:45,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
01-07-2023,23:05:29,Card payment,Rahman's Supermarket,Groceries,-1.69,,GBP,-1.69,GBP,,Rahman's Supermarket   Edinburgh     GBR,-1.69,
01-07-2023,23:16:44,Card payment,Papa Johns,Eating out,-9.99,,GBP,-9.99,GBP,,PAPA JOHNS             EDINBURGH     GBR,-9.99,
01-07-2023,23:35:55,Card payment,Lothian Buses,General,-3,,GBP,-3,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-3,
02-07-2023,02:17:33,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
02-07-2023,22:30:36,Card payment,McDonald’s,Eating out,-6.37,,GBP,-6.37,GBP,,MCDONALDS              EDINBURGH     GBR,-6.37,
03-07-2023,02:24:05,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
04-07-2023,02:13:46,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
04-07-2023,11:12:16,Card payment,Deliveroo,Eating out,-28.35,,GBP,-28.35,GBP,,DELIVEROO              +442036999977 GBR,-28.35,
05-07-2023,02:15:43,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
05-07-2023,10:08:06,Card payment,Lothian Buses,General,-5,,GBP,-5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-5,
05-07-2023,14:09:11,Card payment,Lidl,Groceries,-9.28,,GBP,-9.28,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-9.28,
06-07-2023,02:15:23,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
06-07-2023,21:55:11,Card payment,Deliveroo,Eating out,-19.56,,GBP,-19.56,GBP,,DELIVEROO              +442036999977 GBR,-19.56,
07-07-2023,02:27:41,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
07-07-2023,11:41:34,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
07-07-2023,14:11:45,Card payment,Greggs,Eating out,-1.95,,GBP,-1.95,GBP,,GREGGS                 EDINBURGH     GBR,-1.95,
07-07-2023,18:24:42,Card payment,Maqbools Superma,Groceries,-57,,GBP,-57,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-57,
07-07-2023,18:25:16,Card payment,Maqbools Superma,Groceries,-1.3,,GBP,-1.3,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-1.3,
07-07-2023,18:34:57,Card payment,Lidl,Groceries,-4.83,,GBP,-4.83,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-4.83,
08-07-2023,02:12:04,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
09-07-2023,02:09:31,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
10-07-2023,02:16:43,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
11-07-2023,02:11:10,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
11-07-2023,21:29:28,Card payment,McDonald’s,Eating out,-6.07,,GBP,-6.07,GBP,,MCDONALDS              EDINBURGH     GBR,-6.07,
12-07-2023,02:12:43,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
12-07-2023,17:05:58,Card payment,Sainsbury’s,Groceries,-16.1,,GBP,-16.1,GBP,,SAINSBURYS             EDINBURGH     GBR,-16.1,
13-07-2023,02:11:46,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
13-07-2023,11:09:13,Card payment,Lothian Buses,General,-5,,GBP,-5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-5,
13-07-2023,15:38:35,Card payment,Chaiiwala Edinburgh,Eating out,-3.5,,GBP,-3.5,GBP,,Chaiiwala Edinburgh    Edinburgh     GBR,-3.5,
13-07-2023,20:29:29,Card payment,Deliveroo,Eating out,-19.56,,GBP,-19.56,GBP,,DELIVEROO              +442036999977 GBR,-19.56,
14-07-2023,02:26:10,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
14-07-2023,11:43:18,Card payment,Lothian Buses,General,-5,,GBP,-5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-5,
14-07-2023,13:42:22,Card payment,The Aroma Cafe,Eating out,-6.5,,GBP,-6.5,GBP,,The Aroma Cafe         Edinburgh     GBR,-6.5,
14-07-2023,14:25:04,Card payment,Maqbools Superma,Groceries,-15.39,,GBP,-15.39,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-15.39,
14-07-2023,18:19:24,Card payment,Primark,Shopping,-14,,GBP,-14,GBP,,PRIMARK 698            ED'BURGH EH15 GBR,-14,
15-07-2023,02:19:37,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
15-07-2023,14:23:58,Card payment,Deliveroo,Eating out,-10.98,,GBP,-10.98,GBP,,DELIVEROO              +442036999977 GBR,-10.98,
16-07-2023,02:15:15,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
17-07-2023,02:14:42,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
18-07-2023,02:10:38,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
18-07-2023,12:29:25,Card payment,Deliveroo,Eating out,-15.48,,GBP,-15.48,GBP,,DELIVEROO              +442036999977 GBR,-15.48,
19-07-2023,02:10:02,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
20-07-2023,02:16:53,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
21-07-2023,02:27:17,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
21-07-2023,12:11:24,Card payment,Lothian Buses,General,-5,,GBP,-5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-5,
22-07-2023,02:11:37,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
22-07-2023,14:56:27,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
23-07-2023,02:09:41,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
24-07-2023,02:16:28,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
24-07-2023,13:41:41,Card payment,Deliveroo,Eating out,-30.95,,GBP,-30.95,GBP,,DELIVEROO              +442036999977 GBR,-30.95,
25-07-2023,02:20:28,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
26-07-2023,02:19:15,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
27-07-2023,02:19:56,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
27-07-2023,22:20:42,Card payment,Tesco,Groceries,-1.25,,GBP,-1.25,GBP,,TESCO STORES 2340      EDINBURGH 3   GBR,-1.25,
28-07-2023,02:46:10,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
29-07-2023,02:14:01,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
29-07-2023,16:04:00,Card payment,Deliveroo,Eating out,-17.98,,GBP,-17.98,GBP,,DELIVEROO              +442036999977 GBR,-17.98,
29-07-2023,20:12:54,Pot transfer,FSaving  Pot,Transfers,488,,GBP,488,GBP,,,,488
29-07-2023,20:18:04,Faster payment,Clare Carthy,Bills,-400,,GBP,-400,GBP,Rent August 2023,Rent August 2023,-400,
31-07-2023,11:11:49,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
31-07-2023,11:35:42,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
31-07-2023,21:59:25,Card payment,Spicy Bite,Eating out,-7.95,,GBP,-7.95,GBP,,SQ *SPICY BITE         Edinburgh     GBR,-7.95,
01-08-2023,14:45:19,Card payment,Deliveroo,Eating out,-15.98,,GBP,-15.98,GBP,,DELIVEROO              +442036999977 GBR,-15.98,
02-08-2023,13:32:05,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
03-08-2023,10:05:49,Card payment,Lothian Buses,General,-5,,GBP,-5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-5,
03-08-2023,15:55:04,Card payment,Lidl,Groceries,-8.75,,GBP,-8.75,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-8.75,
04-08-2023,12:00:32,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
04-08-2023,14:29:02,Card payment,Maqbools Superma,Groceries,-6.92,,GBP,-6.92,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-6.92,
04-08-2023,14:56:08,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
05-08-2023,11:38:11,Card payment,Lothian Buses,General,-5,,GBP,-5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-5,
05-08-2023,18:42:08,Card payment,Marmaris Kebab,Eating out,-28,,GBP,-28,GBP,,Marmaris Kebab         Edinburgh     GBR,-28,
08-08-2023,14:12:01,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
08-08-2023,14:34:28,Card payment,Chicken Club,Eating out,-11,,GBP,-11,GBP,,CHICKEN CLUB           EDINBURGH     GBR,-11,
09-08-2023,12:52:18,Card payment,Edinburgh Mosque Kitch,Eating out,-7,,GBP,-7,GBP,,Edinburgh Mosque Kitch Edinburgh     GBR,-7,
09-08-2023,13:06:00,Card payment,Lothian Buses,General,-4.8,,GBP,-4.8,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4.8,
09-08-2023,13:12:01,Card payment,Edinburgh Mosque Kitch,Eating out,-13,,GBP,-13,GBP,,Edinburgh Mosque Kitch Edinburgh     GBR,-13,
09-08-2023,13:17:06,Card payment,Lidl,Groceries,-1.3,,GBP,-1.3,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-1.3,
11-08-2023,11:47:50,Card payment,Lothian Buses,General,-4,,GBP,-4,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-4,
11-08-2023,15:59:01,Card payment,Lidl,Groceries,-1.99,,GBP,-1.99,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-1.99,
15-08-2023,12:32:43,Card payment,Deliveroo,Eating out,-13.48,,GBP,-13.48,GBP,,DELIVEROO              +442036999977 GBR,-13.48,
17-08-2023,20:27:53,Card payment,Deliveroo,Eating out,-27.17,,GBP,-27.17,GBP,,DELIVEROO              +442036999977 GBR,-27.17,
18-08-2023,11:59:19,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
20-08-2023,14:13:47,Card payment,Deliveroo,Eating out,-26.78,,GBP,-26.78,GBP,,DELIVEROO              +442036999977 GBR,-26.78,
21-08-2023,23:45:31,Card payment,Deliveroo,Eating out,-18.84,,GBP,-18.84,GBP,,DELIVEROO              +442036999977 GBR,-18.84,
22-08-2023,21:06:09,Card payment,Asda,Groceries,-10.84,,GBP,-10.84,GBP,,ASDA SUPERSTORE        EDINBURGH     GBR,-10.84,
23-08-2023,22:21:51,Card payment,Deliveroo,Eating out,-10.48,,GBP,-10.48,GBP,,DELIVEROO              +442036999977 GBR,-10.48,
25-08-2023,00:13:35,Faster payment,F Qazi,Transfers,200,,GBP,200,GBP,SAVINGS,SAVINGS,,200
25-08-2023,14:24:36,Card payment,Maqbools Superma,Groceries,-3.58,,GBP,-3.58,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-3.58,
25-08-2023,14:32:32,Card payment,Lidl,Groceries,-3.1,,GBP,-3.1,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-3.1,
25-08-2023,14:47:01,Card payment,Tesco,Groceries,-1.65,,GBP,-1.65,GBP,,TESCO STORES 2458      EDINBURGH 2   GBR,-1.65,
26-08-2023,03:03:01,Card payment,Lothian Buses,General,-2,,GBP,-2,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-2,
26-08-2023,11:12:20,Card payment,Deliveroo,Eating out,-16.98,,GBP,-16.98,GBP,,DELIVEROO              +442036999977 GBR,-16.98,
26-08-2023,12:46:12,Card payment,Lothian Buses,General,-5,,GBP,-5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-5,
26-08-2023,15:59:56,Card payment,Maqbools Superma,Groceries,-12.96,,GBP,-12.96,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-12.96,
29-08-2023,13:20:54,Card payment,Lothian Buses,General,-5,,GBP,-5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-5,
29-08-2023,13:27:57,Faster payment,Clare Carthy,General,-400,,GBP,-400,GBP,Rent September 23,Rent September 23,-400,
01-09-2023,11:07:54,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,SAVINGS,SAVINGS,,100
01-09-2023,11:09:41,Card payment,Lothian Buses,General,-5,,GBP,-5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-5,
01-09-2023,17:20:46,Card payment,Maqbools Superma,Groceries,-10.76,,GBP,-10.76,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-10.76,
01-09-2023,17:42:11,Card payment,Lidl,Groceries,-1.55,,GBP,-1.55,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-1.55,
02-09-2023,15:15:44,Card payment,Mr Basrai’s,Eating out,-15.99,,GBP,-15.99,GBP,,MR BASRAIS WORLD CUISI EDINBURGH     GBR,-15.99,
02-09-2023,21:43:43,Card payment,2 Pizza Slice,Eating out,-5,,GBP,-5,GBP,,2 PIZZA SLICE          EDINBURGH     GBR,-5,
03-09-2023,14:44:38,Card payment,Lothian Buses,General,-7.5,,GBP,-7.5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-7.5,
03-09-2023,16:24:03,Card payment,WHSmith,Groceries,-5.88,,GBP,-5.88,GBP,,WH Smith Edinbu        EH12 9DN E    GBR,-5.88,
03-09-2023,21:03:22,Card payment,4028116 Pressbyran,Groceries,-5.27,,GBP,-73,SEK,,4028116 Pressbyran     Landvetter    SWE,-5.27,
03-09-2023,21:14:17,Card payment,4028116 Pressbyran,Groceries,-6.36,,GBP,-88,SEK,,4028116 Pressbyran     Landvetter    SWE,-6.36,
08-09-2023,12:27:07,Card payment,Islamic Relief,General,-18.07,,GBP,-250,SEK,,ISLAMIC RELIEF         STOCKHOLM     SWE,-18.07,
09-09-2023,08:47:59,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,Spend sweden,Spend sweden,,100
10-09-2023,18:36:34,Card payment,Wh Solna Hagahallen,Groceries,-14.84,,GBP,-205.3,SEK,,WH SOLNA HAGAHALLEN    SOLNA         SWE,-14.84,
12-09-2023,09:16:53,Card payment,Uber,Transport,-10.41,,GBP,-144,SEK,,UBR* PENDING.UBER.COM  Amsterdam     NLD,-10.41,
12-09-2023,09:36:43,Card payment,Uber,Transport,-2.03,,GBP,-28,SEK,,UBER   *TRIP           Amsterdam     NLD,-2.03,
12-09-2023,09:43:00,Card payment,Espresso H 258,Eating out,-13.23,,GBP,-183,SEK,,ESPRESSO H 258         164 91 KISTA  SWE,-13.23,
12-09-2023,10:29:42,Card payment,Kista Shopping Center,General,-1.08,,GBP,-15,SEK,,Kista Shopping center  KISTA         SWE,-1.08,
